state,sale_start,sale_end,sale_key,revenue
Oregon,2014-03-05,2014-03-06,7108,670.0
Oklahoma,2014-04-20,2014-04-20,7109,491.0
Montana,2014-10-26,2014-10-29,7110,764.0
Idaho,2014-07-26,2014-07-29,7111,1388.0
Alaska,2014-04-16,2014-04-18,7112,594.0
California,2014-04-06,2014-04-08,7113,606.0
Alaska,2014-10-29,2014-10-29,7114,573.0
Arkansas,2014-11-14,2014-11-17,7115,1049.0
Georgia,2014-11-22,2014-11-25,7116,1180.0
Indiana,2014-10-26,2014-10-27,7117,649.0
Indiana,2014-03-04,2014-03-04,7118,549.0
Idaho,2014-07-24,2014-07-26,7119,1567.0
Arkansas,2014-08-14,2014-08-16,7120,1108.0
Oregon,2014-07-01,2014-07-01,7121,753.0
Georgia,2014-05-21,2014-05-24,7122,1157.0
Alaska,2014-04-21,2014-04-24,7123,527.0
Nebraska,2014-06-18,2014-06-20,7124,818.0
Indiana,2014-04-24,2014-04-25,7125,566.0
Louisiana,2014-11-08,2014-11-10,7126,1544.0
Indiana,2014-05-19,2014-05-19,7127,379.0
Montana,2014-09-07,2014-09-09,7128,809.0
Kansas,2014-08-21,2014-08-24,7129,1019.0
Texas,2014-08-13,2014-08-14,7130,1331.0
New Mexico,2014-06-20,2014-06-20,7131,1139.0
Idaho,2014-04-04,2014-04-06,7132,1481.0
Mississippi,2014-11-12,2014-11-13,7133,557.0
Nebraska,2014-08-13,2014-08-16,7134,553.0
Illinois,2014-03-26,2014-03-26,7135,1392.0
Oregon,2014-08-27,2014-08-29,7136,793.0
Nebraska,2014-05-21,2014-05-22,7137,719.0
Washington,2014-09-21,2014-09-22,7138,896.0
Florida,2014-10-25,2014-10-26,7139,850.0
Oregon,2014-05-17,2014-05-20,7140,860.0
Nevada,2014-10-14,2014-10-15,7141,477.0
Alaska,2014-03-22,2014-03-24,7142,649.0
California,2014-07-20,2014-07-21,7143,715.0
Kansas,2014-02-21,2014-02-24,7144,1425.0
Missouri,2014-08-20,2014-08-23,7145,1176.0
Ohio,2014-11-15,2014-11-18,7146,525.0
Mississippi,2014-05-16,2014-05-19,7147,678.0
Arkansas,2014-02-10,2014-02-10,7148,1291.0
New Mexico,2014-10-18,2014-10-21,7149,1136.0
Ohio,2014-01-08,2014-01-10,7150,747.0
New Mexico,2014-06-24,2014-06-27,7151,1050.0
Ohio,2014-08-07,2014-08-09,7152,662.0
New Mexico,2014-03-26,2014-03-26,7153,1383.0
Missouri,2014-07-10,2014-07-10,7154,1183.0
Maine,2014-01-03,2014-01-05,7155,461.0
Arkansas,2014-12-11,2014-12-11,7156,1240.0
Ohio,2014-01-26,2014-01-28,7157,686.0
Alaska,2014-05-12,2014-05-12,7158,699.0
Oregon,2014-01-08,2014-01-11,7159,972.0
Idaho,2014-06-09,2014-06-10,7160,1459.0
Kansas,2014-09-06,2014-09-06,7161,1115.0
Georgia,2014-05-26,2014-05-29,7162,1362.0
Maine,2014-01-14,2014-01-14,7163,283.0
Nevada,2014-06-11,2014-06-11,7164,433.0
Illinois,2014-03-27,2014-03-29,7165,1603.0
Maine,2014-02-02,2014-02-05,7166,288.0
New York,2014-06-17,2014-06-17,7167,625.0
Mississippi,2014-02-28,2014-02-28,7168,632.0
Illinois,2014-06-25,2014-06-28,7169,1576.0
Texas,2014-08-10,2014-08-11,7170,1359.0
Alaska,2014-04-23,2014-04-24,7171,646.0
Oklahoma,2014-06-30,2014-07-02,7172,788.0
Oregon,2014-02-12,2014-02-12,7173,700.0
Texas,2014-11-08,2014-11-11,7174,1281.0
Nebraska,2014-02-16,2014-02-16,7175,732.0
New Mexico,2014-08-23,2014-08-25,7176,1202.0
Arkansas,2014-08-05,2014-08-07,7177,1226.0
Mississippi,2014-08-31,2014-09-03,7178,589.0
Idaho,2014-12-08,2014-12-08,7179,1339.0
Iowa,2014-04-23,2014-04-25,7180,1247.0
Montana,2014-10-30,2014-11-02,7181,959.0
Maine,2014-04-28,2014-05-01,7182,418.0
Illinois,2014-12-02,2014-12-05,7183,1446.0
Oregon,2014-04-02,2014-04-05,7184,715.0
Illinois,2014-09-08,2014-09-10,7185,1343.0
Idaho,2014-04-05,2014-04-05,7186,1472.0
California,2014-02-23,2014-02-26,7187,739.0
Missouri,2014-10-22,2014-10-22,7188,1039.0
Georgia,2014-05-06,2014-05-08,7189,1190.0
Nebraska,2014-06-01,2014-06-01,7190,714.0
Indiana,2014-03-21,2014-03-24,7191,714.0
Arkansas,2014-12-26,2014-12-28,7192,1199.0
Idaho,2014-04-22,2014-04-25,7193,1413.0
Ohio,2014-11-03,2014-11-05,7194,699.0
Oregon,2014-02-06,2014-02-08,7195,711.0
Oklahoma,2014-01-18,2014-01-21,7196,595.0
California,2014-03-17,2014-03-17,7197,647.0
Nevada,2014-01-02,2014-01-05,7198,425.0
Florida,2014-11-30,2014-11-30,7199,922.0
Ohio,2014-11-18,2014-11-19,7200,592.0
Louisiana,2014-10-28,2014-10-31,7201,1275.0
Florida,2014-05-25,2014-05-25,7202,911.0
Alaska,2014-03-28,2014-03-30,7203,626.0
Montana,2014-07-21,2014-07-24,7204,846.0
Louisiana,2014-04-13,2014-04-13,7205,1449.0
Washington,2014-10-25,2014-10-26,7206,880.0
Nebraska,2014-04-10,2014-04-12,7207,787.0
Georgia,2014-11-15,2014-11-15,7208,1298.0
Florida,2014-02-02,2014-02-04,7209,1125.0
Alaska,2014-02-10,2014-02-10,7210,688.0
Oklahoma,2014-05-20,2014-05-21,7211,432.0
Georgia,2014-09-27,2014-09-27,7212,1195.0
California,2014-06-27,2014-06-29,7213,646.0
Florida,2014-09-13,2014-09-14,7214,955.0
Nebraska,2014-01-10,2014-01-10,7215,915.0
Florida,2014-07-21,2014-07-22,7216,833.0
Oklahoma,2014-01-31,2014-02-01,7217,534.0
Delaware,2014-02-19,2014-02-22,7218,1011.0
Delaware,2014-12-08,2014-12-10,7219,998.0
New York,2014-08-03,2014-08-04,7220,745.0
Indiana,2014-06-19,2014-06-20,7221,512.0
Alaska,2014-01-14,2014-01-16,7222,641.0
Washington,2014-10-06,2014-10-08,7223,817.0
Maine,2014-06-03,2014-06-06,7224,455.0
Maine,2014-04-04,2014-04-07,7225,272.0
Nevada,2014-01-04,2014-01-04,7226,692.0
Delaware,2014-08-31,2014-08-31,7227,775.0
Arkansas,2014-09-08,2014-09-10,7228,1055.0
Alaska,2014-01-17,2014-01-18,7229,745.0
Oklahoma,2014-03-20,2014-03-22,7230,488.0
Illinois,2014-06-30,2014-07-03,7231,1525.0
Mississippi,2014-02-08,2014-02-09,7232,651.0
Washington,2014-09-17,2014-09-18,7233,998.0
Washington,2014-09-03,2014-09-04,7234,823.0
Florida,2014-12-04,2014-12-07,7235,789.0
Washington,2014-07-10,2014-07-11,7236,869.0
Arkansas,2014-11-29,2014-12-02,7237,1241.0
Oregon,2014-07-29,2014-07-30,7238,697.0
New York,2014-05-29,2014-05-29,7239,788.0
Idaho,2014-06-11,2014-06-13,7240,1155.0
Arkansas,2014-09-23,2014-09-23,7241,1227.0
Iowa,2014-12-24,2014-12-25,7242,1060.0
Maine,2014-04-06,2014-04-08,7243,327.0
Nevada,2014-05-11,2014-05-13,7244,477.0
Washington,2014-06-10,2014-06-12,7245,1024.0
Nebraska,2014-09-06,2014-09-06,7246,761.0
Louisiana,2014-11-23,2014-11-24,7247,1233.0
Indiana,2014-05-15,2014-05-17,7248,638.0
New York,2014-04-19,2014-04-20,7249,615.0
Delaware,2014-11-03,2014-11-05,7250,960.0
Illinois,2014-03-05,2014-03-06,7251,1725.0
Maine,2014-10-01,2014-10-02,7252,253.0
Missouri,2014-07-14,2014-07-15,7253,1252.0
New York,2014-01-11,2014-01-14,7254,663.0
Delaware,2014-10-04,2014-10-07,7255,927.0
Alaska,2014-04-15,2014-04-17,7256,651.0
Washington,2014-07-16,2014-07-16,7257,856.0
Illinois,2014-11-13,2014-11-16,7258,1410.0
New Mexico,2014-04-18,2014-04-20,7259,1252.0
Ohio,2014-06-06,2014-06-07,7260,652.0
Nevada,2014-03-16,2014-03-17,7261,283.0
Montana,2014-05-12,2014-05-13,7262,1048.0
California,2014-01-08,2014-01-09,7263,646.0
Delaware,2014-12-21,2014-12-24,7264,897.0
Delaware,2014-06-18,2014-06-21,7265,935.0
Texas,2014-10-31,2014-11-01,7266,1284.0
Nebraska,2014-04-13,2014-04-15,7267,702.0
Iowa,2014-07-12,2014-07-13,7268,1069.0
Idaho,2014-11-26,2014-11-26,7269,1251.0
Illinois,2014-05-19,2014-05-19,7270,1481.0
New York,2014-04-13,2014-04-13,7271,892.0
Alaska,2014-03-31,2014-03-31,7272,662.0
Louisiana,2014-08-13,2014-08-14,7273,1429.0
Louisiana,2014-12-18,2014-12-20,7274,1213.0
Mississippi,2014-03-07,2014-03-07,7275,678.0
Nevada,2014-10-24,2014-10-26,7276,427.0
Delaware,2014-10-31,2014-11-03,7277,818.0
Mississippi,2014-02-02,2014-02-05,7278,722.0
Delaware,2014-10-20,2014-10-22,7279,840.0
Texas,2014-10-18,2014-10-18,7280,1299.0
Delaware,2014-04-09,2014-04-10,7281,1064.0
Mississippi,2014-08-27,2014-08-29,7282,619.0
Louisiana,2014-11-11,2014-11-13,7283,1241.0
Nevada,2014-09-24,2014-09-24,7284,510.0
Idaho,2014-06-28,2014-06-30,7285,1313.0
Missouri,2014-06-15,2014-06-18,7286,1134.0
New York,2014-06-09,2014-06-10,7287,744.0
Kansas,2014-06-14,2014-06-17,7288,1197.0
Oklahoma,2014-06-16,2014-06-16,7289,467.0
Oregon,2014-03-17,2014-03-18,7290,717.0
Oregon,2014-04-10,2014-04-10,7291,905.0
Washington,2014-10-03,2014-10-06,7292,895.0
Montana,2014-10-11,2014-10-14,7293,775.0
Ohio,2014-01-21,2014-01-23,7294,628.0
Nebraska,2014-03-13,2014-03-16,7295,657.0
Iowa,2014-06-20,2014-06-22,7296,1133.0
Maine,2014-09-02,2014-09-02,7297,468.0
Alaska,2014-03-13,2014-03-15,7298,623.0
Montana,2014-06-09,2014-06-09,7299,871.0
Oregon,2014-11-08,2014-11-08,7300,696.0
Maine,2014-04-10,2014-04-11,7301,441.0
Alaska,2014-01-18,2014-01-20,7302,722.0
Mississippi,2014-04-29,2014-05-01,7303,641.0
Nebraska,2014-09-28,2014-09-29,7304,637.0
Oklahoma,2014-06-20,2014-06-22,7305,595.0
Delaware,2014-04-29,2014-04-30,7306,810.0
Iowa,2014-12-24,2014-12-27,7307,1039.0
Idaho,2014-05-31,2014-06-01,7308,1443.0
Iowa,2014-07-31,2014-08-03,7309,1084.0
Washington,2014-10-13,2014-10-14,7310,766.0
California,2014-07-28,2014-07-28,7311,526.0
Nebraska,2014-08-01,2014-08-04,7312,743.0
Mississippi,2014-04-17,2014-04-18,7313,636.0
Iowa,2014-05-27,2014-05-29,7314,1229.0
Mississippi,2014-10-02,2014-10-05,7315,495.0
Missouri,2014-10-12,2014-10-12,7316,1163.0
Nevada,2014-10-23,2014-10-23,7317,358.0
New Mexico,2014-09-10,2014-09-13,7318,1139.0
Nebraska,2014-01-30,2014-01-30,7319,699.0
Maine,2014-04-26,2014-04-29,7320,442.0
Illinois,2014-07-23,2014-07-26,7321,1476.0
New York,2014-09-04,2014-09-06,7322,710.0
Idaho,2014-08-05,2014-08-06,7323,1395.0
Montana,2014-12-22,2014-12-22,7324,755.0
Florida,2014-12-01,2014-12-04,7325,869.0
Kansas,2014-12-03,2014-12-04,7326,1201.0
Washington,2014-10-13,2014-10-15,7327,879.0
Alaska,2014-01-21,2014-01-22,7328,732.0
Ohio,2014-01-22,2014-01-25,7329,478.0
Ohio,2014-01-01,2014-01-01,7330,470.0
Idaho,2014-07-04,2014-07-07,7331,1400.0
Montana,2014-08-01,2014-08-04,7332,1012.0
Mississippi,2014-06-17,2014-06-17,7333,685.0
Florida,2014-07-09,2014-07-12,7334,919.0
Arkansas,2014-05-10,2014-05-13,7335,1363.0
Louisiana,2014-11-02,2014-11-02,7336,1233.0
Idaho,2014-12-06,2014-12-08,7337,1259.0
Nebraska,2014-01-05,2014-01-05,7338,754.0
New York,2014-03-29,2014-04-01,7339,968.0
Illinois,2014-04-17,2014-04-18,7340,1464.0
Alaska,2014-05-08,2014-05-08,7341,662.0
Oregon,2014-05-18,2014-05-18,7342,886.0
Nebraska,2014-04-09,2014-04-09,7343,658.0
New Mexico,2014-04-07,2014-04-09,7344,1179.0
Maine,2014-01-25,2014-01-27,7345,436.0
Mississippi,2014-03-01,2014-03-01,7346,756.0
Mississippi,2014-01-21,2014-01-22,7347,657.0
Missouri,2014-09-21,2014-09-21,7348,1320.0
Montana,2014-03-09,2014-03-09,7349,751.0
Alaska,2014-07-29,2014-08-01,7350,674.0
Alaska,2014-04-23,2014-04-26,7351,527.0
Iowa,2014-10-20,2014-10-20,7352,1298.0
Louisiana,2014-12-15,2014-12-15,7353,1312.0
Mississippi,2014-04-08,2014-04-11,7354,529.0
Iowa,2014-11-24,2014-11-25,7355,1136.0
Montana,2014-07-19,2014-07-19,7356,882.0
Idaho,2014-03-01,2014-03-04,7357,1375.0
Delaware,2014-09-25,2014-09-27,7358,969.0
Illinois,2014-10-31,2014-11-03,7359,1381.0
California,2014-08-07,2014-08-10,7360,474.0
Mississippi,2014-09-20,2014-09-23,7361,653.0
New York,2014-07-13,2014-07-13,7362,844.0
Montana,2014-06-10,2014-06-13,7363,941.0
Nevada,2014-01-12,2014-01-14,7364,605.0
Nebraska,2014-01-17,2014-01-20,7365,817.0
Ohio,2014-05-03,2014-05-04,7366,590.0
Maine,2014-04-19,2014-04-22,7367,527.0
Nebraska,2014-01-26,2014-01-27,7368,708.0
Florida,2014-03-30,2014-04-01,7369,1024.0
Missouri,2014-07-20,2014-07-20,7370,1169.0
Illinois,2014-09-07,2014-09-07,7371,1434.0
Texas,2014-09-08,2014-09-10,7372,1153.0
Louisiana,2014-07-25,2014-07-25,7373,1616.0
Maine,2014-03-12,2014-03-15,7374,237.0
Delaware,2014-11-22,2014-11-23,7375,913.0
Louisiana,2014-09-17,2014-09-17,7376,1448.0
Nevada,2014-09-05,2014-09-08,7377,391.0
Illinois,2014-10-10,2014-10-10,7378,1406.0
Delaware,2014-09-18,2014-09-19,7379,806.0
New York,2014-03-24,2014-03-26,7380,714.0
Louisiana,2014-10-16,2014-10-17,7381,1367.0
Arkansas,2014-12-02,2014-12-02,7382,1082.0
Idaho,2014-02-13,2014-02-16,7383,1291.0
Delaware,2014-10-24,2014-10-24,7384,865.0
Delaware,2014-10-17,2014-10-19,7385,783.0
Iowa,2014-12-16,2014-12-17,7386,998.0
Nebraska,2014-03-04,2014-03-06,7387,586.0
Texas,2014-07-17,2014-07-19,7388,1180.0
Florida,2014-10-09,2014-10-12,7389,799.0
Indiana,2014-03-15,2014-03-16,7390,670.0
Illinois,2014-09-08,2014-09-11,7391,1340.0
Texas,2014-11-16,2014-11-18,7392,1155.0
Washington,2014-12-20,2014-12-20,7393,749.0
Kansas,2014-10-13,2014-10-15,7394,1159.0
Nevada,2014-10-23,2014-10-25,7395,478.0
Indiana,2014-03-05,2014-03-05,7396,530.0
Louisiana,2014-11-04,2014-11-06,7397,1358.0
Nebraska,2014-02-01,2014-02-01,7398,807.0
California,2014-03-18,2014-03-18,7399,607.0
Missouri,2014-11-28,2014-12-01,7400,1161.0
New York,2014-02-17,2014-02-18,7401,868.0
Oregon,2014-06-12,2014-06-15,7402,900.0
Oklahoma,2014-05-13,2014-05-16,7403,564.0
New York,2014-05-26,2014-05-28,7404,802.0
Mississippi,2014-06-07,2014-06-08,7405,757.0
Arkansas,2014-11-29,2014-12-01,7406,1266.0
Delaware,2014-07-25,2014-07-28,7407,824.0
Illinois,2014-08-27,2014-08-29,7408,1381.0
New Mexico,2014-07-06,2014-07-06,7409,1114.0
Nevada,2014-06-23,2014-06-26,7410,431.0
New Mexico,2014-07-02,2014-07-02,7411,1204.0
Nebraska,2014-02-12,2014-02-15,7412,768.0
Arkansas,2014-05-26,2014-05-28,7413,1111.0
Arkansas,2014-11-20,2014-11-21,7414,1081.0
Nevada,2014-01-24,2014-01-26,7415,407.0
Maine,2014-10-15,2014-10-16,7416,430.0
Oregon,2014-06-16,2014-06-18,7417,813.0
Florida,2014-10-16,2014-10-18,7418,861.0
Alaska,2014-10-10,2014-10-10,7419,644.0
New Mexico,2014-07-24,2014-07-24,7420,1199.0
Kansas,2014-05-23,2014-05-23,7421,1179.0
Illinois,2014-12-22,2014-12-24,7422,1254.0
Oklahoma,2014-03-07,2014-03-09,7423,478.0
Ohio,2014-11-27,2014-11-28,7424,577.0
California,2014-11-06,2014-11-06,7425,364.0
California,2014-01-06,2014-01-09,7426,776.0
Kansas,2014-06-22,2014-06-24,7427,1268.0
Idaho,2014-02-18,2014-02-19,7428,1554.0
Kansas,2014-12-19,2014-12-19,7429,1034.0
Iowa,2014-08-01,2014-08-04,7430,1095.0
Oklahoma,2014-10-01,2014-10-01,7431,565.0
New Mexico,2014-05-12,2014-05-12,7432,1115.0
New York,2014-07-06,2014-07-07,7433,617.0
Texas,2014-08-29,2014-08-30,7434,1207.0
New Mexico,2014-04-06,2014-04-06,7435,1325.0
Maine,2014-01-19,2014-01-19,7436,384.0
Texas,2014-03-26,2014-03-26,7437,1349.0
Florida,2014-10-22,2014-10-22,7438,822.0
Georgia,2014-11-17,2014-11-17,7439,1115.0
Iowa,2014-09-05,2014-09-06,7440,1225.0
Alaska,2014-01-21,2014-01-22,7441,605.0
Indiana,2014-09-18,2014-09-19,7442,545.0
Washington,2014-07-04,2014-07-04,7443,983.0
Oregon,2014-08-07,2014-08-10,7444,858.0
Missouri,2014-10-16,2014-10-16,7445,1060.0
Kansas,2014-12-14,2014-12-15,7446,950.0
Illinois,2014-12-16,2014-12-18,7447,1263.0
Florida,2014-08-17,2014-08-20,7448,757.0
Ohio,2014-05-30,2014-06-01,7449,627.0
Idaho,2014-11-10,2014-11-12,7450,1214.0
Kansas,2014-10-05,2014-10-05,7451,1091.0
Arkansas,2014-07-12,2014-07-15,7452,1353.0
California,2014-11-09,2014-11-10,7453,577.0
Maine,2014-05-15,2014-05-16,7454,309.0
Georgia,2014-12-21,2014-12-22,7455,1085.0
Washington,2014-10-30,2014-11-01,7456,858.0
California,2014-04-03,2014-04-03,7457,682.0
New Mexico,2014-10-22,2014-10-23,7458,1053.0
Iowa,2014-10-12,2014-10-12,7459,1180.0
Indiana,2014-02-09,2014-02-12,7460,390.0
Oklahoma,2014-02-14,2014-02-15,7461,519.0
Maine,2014-01-03,2014-01-06,7462,435.0
Illinois,2014-07-07,2014-07-08,7463,1518.0
Ohio,2014-04-25,2014-04-27,7464,600.0
Mississippi,2014-01-09,2014-01-12,7465,726.0
California,2014-06-19,2014-06-19,7466,809.0
Indiana,2014-03-05,2014-03-07,7467,739.0
Mississippi,2014-07-31,2014-07-31,7468,610.0
Oklahoma,2014-05-21,2014-05-22,7469,501.0
Montana,2014-12-09,2014-12-10,7470,783.0
Maine,2014-02-06,2014-02-08,7471,359.0
Alaska,2014-02-12,2014-02-13,7472,714.0
Kansas,2014-02-28,2014-03-02,7473,1124.0
Iowa,2014-06-15,2014-06-15,7474,1238.0
Texas,2014-11-26,2014-11-28,7475,1160.0
Oklahoma,2014-03-28,2014-03-29,7476,561.0
Mississippi,2014-10-20,2014-10-23,7477,621.0
Maine,2014-11-13,2014-11-16,7478,365.0
Missouri,2014-05-02,2014-05-02,7479,1232.0
Florida,2014-08-13,2014-08-15,7480,1050.0
Kansas,2014-07-22,2014-07-22,7481,1214.0
California,2014-04-23,2014-04-24,7482,707.0
Nevada,2014-11-13,2014-11-13,7483,398.0
Arkansas,2014-04-20,2014-04-22,7484,1087.0
Idaho,2014-11-28,2014-11-30,7485,1248.0
Indiana,2014-10-25,2014-10-27,7486,527.0
Iowa,2014-03-28,2014-03-28,7487,1222.0
Iowa,2014-11-29,2014-11-30,7488,1041.0
Louisiana,2014-09-15,2014-09-17,7489,1299.0
Montana,2014-11-16,2014-11-19,7490,917.0
Ohio,2014-06-01,2014-06-01,7491,803.0
Arkansas,2014-09-25,2014-09-27,7492,1188.0
Florida,2014-05-31,2014-05-31,7493,1001.0
Missouri,2014-07-03,2014-07-05,7494,1161.0
Ohio,2014-04-29,2014-04-29,7495,671.0
Oregon,2014-01-13,2014-01-16,7496,662.0
Ohio,2014-03-24,2014-03-25,7497,631.0
New Mexico,2014-10-15,2014-10-15,7498,1117.0
New Mexico,2014-12-02,2014-12-03,7499,1135.0
Georgia,2014-09-26,2014-09-29,7500,1089.0
New York,2014-01-17,2014-01-17,7501,718.0
Alaska,2014-02-12,2014-02-13,7502,574.0
Alaska,2014-04-20,2014-04-20,7503,673.0
Montana,2014-03-25,2014-03-25,7504,903.0
Oregon,2014-07-22,2014-07-25,7505,650.0
Ohio,2014-09-17,2014-09-18,7506,537.0
Florida,2014-06-16,2014-06-16,7507,847.0
Ohio,2014-02-17,2014-02-18,7508,791.0
Iowa,2014-09-27,2014-09-29,7509,1273.0
Arkansas,2014-02-07,2014-02-10,7510,1477.0
Nevada,2014-06-20,2014-06-23,7511,499.0
Georgia,2014-11-30,2014-12-03,7512,1155.0
Oklahoma,2014-11-20,2014-11-23,7513,464.0
Delaware,2014-10-04,2014-10-04,7514,758.0
Texas,2014-10-03,2014-10-03,7515,1046.0
Oklahoma,2014-02-05,2014-02-08,7516,553.0
Texas,2014-10-19,2014-10-21,7517,1130.0
Louisiana,2014-11-24,2014-11-27,7518,1415.0
Nebraska,2014-03-02,2014-03-02,7519,915.0
New York,2014-01-25,2014-01-27,7520,848.0
Georgia,2014-10-24,2014-10-26,7521,1256.0
Maine,2014-01-05,2014-01-08,7522,180.0
Mississippi,2014-03-10,2014-03-13,7523,865.0
Indiana,2014-04-19,2014-04-22,7524,580.0
Kansas,2014-11-27,2014-11-29,7525,1132.0
Alaska,2014-08-08,2014-08-10,7526,698.0
Alaska,2014-10-05,2014-10-05,7527,500.0
New Mexico,2014-07-21,2014-07-24,7528,1279.0
Georgia,2014-10-30,2014-10-30,7529,1187.0
Indiana,2014-09-06,2014-09-07,7530,463.0
Maine,2014-08-04,2014-08-05,7531,335.0
Louisiana,2014-09-16,2014-09-18,7532,1525.0
Missouri,2014-07-14,2014-07-14,7533,1126.0
California,2014-11-06,2014-11-08,7534,481.0
Georgia,2014-02-25,2014-02-28,7535,1450.0
Arkansas,2014-09-15,2014-09-18,7536,1116.0
Texas,2014-08-12,2014-08-12,7537,1352.0
Georgia,2014-08-14,2014-08-15,7538,1255.0
Missouri,2014-11-06,2014-11-06,7539,1202.0
Texas,2014-07-05,2014-07-08,7540,1303.0
Washington,2014-11-26,2014-11-29,7541,714.0
Texas,2014-10-13,2014-10-16,7542,1198.0
Mississippi,2014-09-05,2014-09-06,7543,389.0
Texas,2014-11-07,2014-11-10,7544,1178.0
Louisiana,2014-09-17,2014-09-19,7545,1544.0
Illinois,2014-08-02,2014-08-05,7546,1355.0
Idaho,2014-07-13,2014-07-14,7547,1419.0
New Mexico,2014-11-25,2014-11-28,7548,1147.0
Montana,2014-06-25,2014-06-25,7549,914.0
Georgia,2014-12-04,2014-12-04,7550,1131.0
Nebraska,2014-01-18,2014-01-18,7551,707.0
Ohio,2014-11-03,2014-11-05,7552,497.0
Maine,2014-04-30,2014-05-03,7553,334.0
Florida,2014-12-16,2014-12-19,7554,883.0
Mississippi,2014-05-27,2014-05-29,7555,646.0
Delaware,2014-12-11,2014-12-13,7556,818.0
Oregon,2014-01-31,2014-02-02,7557,868.0
Georgia,2014-07-17,2014-07-18,7558,1201.0
Washington,2014-12-02,2014-12-02,7559,829.0
Iowa,2014-10-29,2014-10-30,7560,1151.0
Kansas,2014-11-28,2014-11-30,7561,1225.0
Nebraska,2014-02-21,2014-02-22,7562,878.0
Nebraska,2014-02-04,2014-02-07,7563,906.0
Iowa,2014-08-17,2014-08-18,7564,1096.0
Alaska,2014-03-13,2014-03-14,7565,715.0
Florida,2014-10-17,2014-10-20,7566,757.0
Kansas,2014-11-16,2014-11-16,7567,943.0
Maine,2014-03-01,2014-03-02,7568,612.0
Montana,2014-06-01,2014-06-03,7569,948.0
Kansas,2014-07-27,2014-07-29,7570,1238.0
California,2014-05-25,2014-05-26,7571,528.0
Iowa,2014-07-31,2014-08-02,7572,1165.0
Kansas,2014-08-31,2014-09-02,7573,1121.0
Ohio,2014-03-19,2014-03-21,7574,855.0
Oregon,2014-01-25,2014-01-28,7575,599.0
Oregon,2014-03-24,2014-03-26,7576,841.0
Alaska,2014-08-16,2014-08-16,7577,790.0
Illinois,2014-08-02,2014-08-04,7578,1430.0
Nevada,2014-06-19,2014-06-22,7579,555.0
Oklahoma,2014-01-13,2014-01-13,7580,643.0
Indiana,2014-05-25,2014-05-26,7581,593.0
Ohio,2014-08-29,2014-09-01,7582,790.0
Delaware,2014-05-10,2014-05-10,7583,1073.0
California,2014-04-16,2014-04-16,7584,741.0
New Mexico,2014-11-17,2014-11-17,7585,908.0
Florida,2014-11-20,2014-11-21,7586,871.0
Nevada,2014-11-03,2014-11-03,7587,434.0
California,2014-08-12,2014-08-13,7588,685.0
Maine,2014-07-03,2014-07-03,7589,294.0
Maine,2014-10-14,2014-10-16,7590,327.0
Nebraska,2014-04-01,2014-04-02,7591,699.0
Arkansas,2014-12-22,2014-12-23,7592,1181.0
Alaska,2014-04-10,2014-04-10,7593,632.0
New Mexico,2014-02-11,2014-02-11,7594,1216.0
New York,2014-02-19,2014-02-19,7595,940.0
Oregon,2014-03-06,2014-03-08,7596,735.0
Maine,2014-02-20,2014-02-20,7597,544.0
Oregon,2014-09-25,2014-09-25,7598,501.0
Illinois,2014-12-17,2014-12-20,7599,1176.0
Iowa,2014-12-23,2014-12-24,7600,896.0
Louisiana,2014-12-23,2014-12-24,7601,1282.0
Delaware,2014-05-14,2014-05-17,7602,961.0
Nebraska,2014-04-14,2014-04-15,7603,691.0
Indiana,2014-09-18,2014-09-18,7604,488.0
California,2014-01-17,2014-01-19,7605,806.0
Louisiana,2014-12-13,2014-12-15,7606,1286.0
Illinois,2014-10-20,2014-10-22,7607,1511.0
Nebraska,2014-10-29,2014-10-30,7608,493.0
Illinois,2014-09-28,2014-09-29,7609,1401.0
Delaware,2014-12-10,2014-12-10,7610,881.0
Illinois,2014-07-13,2014-07-13,7611,1293.0
Oklahoma,2014-05-11,2014-05-11,7612,594.0
Oklahoma,2014-04-26,2014-04-27,7613,678.0
New York,2014-07-15,2014-07-17,7614,556.0
Oklahoma,2014-03-08,2014-03-11,7615,561.0
Delaware,2014-11-29,2014-12-01,7616,769.0
Washington,2014-03-22,2014-03-24,7617,1068.0
Idaho,2014-12-05,2014-12-06,7618,1212.0
Iowa,2014-07-27,2014-07-30,7619,1117.0
California,2014-06-09,2014-06-09,7620,871.0
California,2014-03-23,2014-03-25,7621,661.0
Illinois,2014-08-21,2014-08-21,7622,1327.0
Georgia,2014-04-21,2014-04-22,7623,1385.0
Mississippi,2014-01-16,2014-01-19,7624,636.0
New York,2014-07-03,2014-07-06,7625,787.0
Idaho,2014-11-16,2014-11-17,7626,1221.0
Mississippi,2014-04-29,2014-05-02,7627,628.0
Arkansas,2014-08-06,2014-08-08,7628,1322.0
Louisiana,2014-12-21,2014-12-24,7629,1444.0
Georgia,2014-10-26,2014-10-28,7630,1081.0
New York,2014-05-21,2014-05-23,7631,755.0
Oklahoma,2014-02-28,2014-03-03,7632,429.0
Georgia,2014-11-09,2014-11-11,7633,1278.0
Arkansas,2014-11-22,2014-11-24,7634,1040.0
Maine,2014-03-08,2014-03-10,7635,263.0
Alaska,2014-06-17,2014-06-18,7636,708.0
Missouri,2014-11-15,2014-11-18,7637,999.0
Idaho,2014-12-23,2014-12-23,7638,1058.0
