id,name,game,round,boardPosition
24672,BAD NEWS,1902,0,2
24673,WORLD CAPITALS,1901,0,3
24674,THE SHORT FORM,1900,0,5
24675,STATE CAPITALS,1897,1,3
24676,TAFT!,1895,1,3
24677,LITERARY TRILOGIES,1894,1,4
24678,TV LAW,1898,1,1
24679,MARK TWAIN,1896,1,4
24680,THE BIBLE,1902,0,3
24681,THE INDIANS,1903,0,0
24682,FRICTION,1899,1,0
24683,WELCOME TO JAPAN,1900,1,0
24684,TOY STORY,1901,0,4
24685,VOCABULARY,1897,1,4
24686,THE GIANTS,1903,0,1
24687,FICTIONAL CHARACTERS,1898,1,2
24688,SHUT YOUR MOUTH,1895,1,4
24689,SCARY MOVIE SEQUELS,1899,1,1
24690,LIFE ON THE MISSISSIPPI,1896,1,5
24691,FILE UNDER &quot;L&quot;,1894,1,5
24692,BEFORE &amp; AFTER,1901,0,5
24693,MY BOD,1897,1,5
24694,THOSE AMAZING MAMMALS,1898,1,3
24695,THE TWINS,1903,0,2
24696,CLIFFS NOTES,1902,0,4
24697,EDIBLE LINGO,1899,1,2
24698,CLASSIC TOYS,1897,2,0
24699,"GEE, I'M A TREE",1901,1,0
24700,MAMMALS,1894,2,0
24701,MOVIE CROSSWORD CLUES &quot;G&quot;,1900,1,1
24702,CELEBRITY ALUMNI,1899,1,3
24703,FICTIONAL CHARACTERS,1896,2,0
24704,"OOH, A WISE GUY",1898,1,4
24705,WATCH YOUR TONGUE,1895,1,5
24706,ASSOCIATIONS,1904,0,0
24707,NAME THAT CENTURY,1905,0,0
24708,A.T.,1902,0,5
24709,KIDDY LIT,1900,1,2
24710,JEPOETRY,1906,0,0
24711,THE AMERICAN REVOLUTION,1899,1,4
24712,PEN NAMES,1901,1,1
24713,THE NATIONALS,1903,0,3
24714,PRE-MED,1898,1,5
24715,ANIMATED MOVIES,1905,0,1
24716,POETRY,1895,2,0
24717,PAUL MALL,1904,0,1
24718,"HEY, MR.!",1900,1,3
24719,TV MDs,1906,0,1
24720,POP GOES THE MUSIC,1901,1,2
24721,A HOSTEL TAKEOVER,1907,0,0
24722,LOVE POETRY WITH JOHNNY GILBERT,1899,1,5
24723,THE CIVIL WAR,1902,1,0
24724,VAMPIRES,1906,0,2
24725,WHAT TO WEAR?,1904,0,2
24726,THE CABINET,1905,0,2
24727,U.S. PRESIDENTS,1898,2,0
24728,BEST FEMALE ROCK VOCAL GRAMMYS,1907,0,1
24729,THE &quot;A&quot;s,1903,0,4
24730,A PAIN IN THE &quot;R&quot;s,1904,0,3
24731,ALL THINGS OPERATIC,1900,1,4
24732,&quot;Q&quot; TIPS,1901,1,3
24733,HISTORIC QUOTATIONS,1899,2,0
24734,ALSO AN AIRLINE,1905,0,3
24735,CAPITAL TOURISM,1902,1,1
24736,BIBLICAL ABOMINATIONS,1906,0,3
24737,FOOTBALL,1904,0,4
24738,GREEK ART,1909,0,0
24739,HISTORIC AMERICA,1908,0,0
24740,FOOD STUFF,1907,0,2
24741,THE OCCIDENTAL TOURIST,1905,0,4
24742,ARTISTS,1902,1,2
24743,BAD FOREIGN STUDY CHOICES,1901,1,4
24744,IT'S BASEBALL,1903,0,5
24745,SMALL SCREEN FAMILIES,1909,0,1
24746,E BEFORE I,1904,0,5
24747,RECENTLY DISCOVERED PRESIDENTIAL ADS,1907,0,3
24748,BRITSPEAK,1900,1,5
24749,REMEMBERING THE '90s,1909,0,2
24750,MOVIE SERIES,1908,0,1
24751,THEY COME IN THREES,1906,0,4
24752,&quot;V&quot; ME,1905,0,5
24753,PHYSICAL SCIENCE,1903,1,0
24754,STRICTLY BUSINESS,1902,1,3
24755,1901,1904,1,0
24756,ODDS &amp; ENDS,1907,0,4
24757,NATURE,1908,0,2
24758,REALLY OLD NEWS,1901,1,5
24759,&quot;OK&quot;,1906,0,5
24760,U.S. MUSEUMS,1905,1,0
24761,F. SCOTT FITZGERALD,1902,1,4
24762,&quot;J&quot; PEG,1907,0,5
24763,OLD SONG LYRICS,1903,1,1
24764,COLLEGE FOLK,1909,0,3
24765,DOCUMENTARY SUBJECTS,1900,2,0
24766,SCIENCE ADJECTIVES,1906,1,0
24767,BROADWAY DEBUTS,1905,1,1
24768,GEOGRAPHIC EXTREMES,1901,2,0
24769,4-LETTER FILMS,1904,1,1
24770,NOTORIOUS,1908,0,3
24771,1997,1907,1,0
24772,LIBRARIES,1903,1,2
24773,WATER,1909,0,4
24774,MIND YOUR &quot;P&quot;s &amp; &quot;Q&quot;s,1902,1,5
24775,"LIKE, IT'S TOTALLY THE VALLEY",1910,0,0
24776,HALLOWEEN,1911,0,0
24777,AUTHORS ON AUTHORS,1905,1,2
24778,COUNTRY MUSIC,1906,1,1
24779,FLORIDA,1904,1,2
24780,ROYALTY ON FILM,1907,1,1
24781,ANIMAL GROUPS,1909,0,5
24782,LADIES' DAY,1905,1,3
24783,SPINGARN MEDAL WINNERS,1904,1,3
24784,THEATRE HISTORY,1903,1,3
24785,MONSTER MASH,1911,0,1
24786,OSCAR-WINNING MOVIES,1902,2,0
24787,WAR STORIES,1908,0,4
24788,U.S. HISTORIC SITES,1909,1,0
24789,SPORTS QUOTES,1910,0,1
24790,THE 1920s,1906,1,2
24791,CRITTERS,1907,1,2
24792,DID YOU PLANET THAT WAY?,1905,1,4
24793,&quot;HO&quot;CUS &quot;PO&quot;CUS,1911,0,2
24794,BIBLE HEROES,1912,0,0
24795,MSSNG VWLS,1910,0,2
24796,IN THE MIDDLE OF THE COUNTRY,1905,1,5
24797,A GAME OF NUMBERS,1907,1,3
24798,SOUNDTRACKS BY SONGS,1909,1,1
24799,ALONG E-90,1906,1,3
24800,AUTHORS' MIDDLE NAMES,1904,1,4
24801,BEGINS &amp; ENDS WITH &quot;K&quot;,1908,0,5
24802,GEOMETRY,1905,2,0
24803,A FRUITY CATEGORY,1903,1,4
24804,ALLITERATIVE AUTHORS,1907,1,4
24805,MONOPOLY,1912,0,1
24806,BORN &amp; DIED,1910,0,3
24807,MEN OF LETTERS,1909,1,2
24808,I KNOW WHAT YOU DID LAST SUMMER,1911,0,3
24809,SUFFRAGETTE CITY,1908,1,0
24810,IT'S &quot;OVER&quot;,1904,1,5
24811,LET'S DANCE,1908,1,1
24812,FISH &amp; SHIPS,1913,0,0
24813,PORK &amp; MINDY,1906,1,4
24814,THE GHOST,1911,0,4
24815,PROVERBS,1903,1,5
24816,FRUIT,1904,2,0
24817,BLUE JEAN,1908,1,2
24818,WAR,1910,0,4
24819,POTENT POTABLES,1909,1,3
24820,MODERN LOVE,1908,1,3
24821,HISTORIC NAMES,1912,0,2
24822,"JOHNNY GILBERT, ROCK GOD",1913,0,1
24823,LITERARY CHARACTERS,1903,2,0
24824,EUROPE,1914,0,0
24825,MR. CHICKEN,1911,0,5
24826,IT COMES WITH THE TERRITORY,1915,0,0
24827,5-LETTER WORDS,1906,1,5
24828,SEEING &quot;RED&quot;,1907,1,5
24829,PIECE,1910,0,5
24830,&quot;L&quot; ON EARTH,1913,0,2
24831,MOVIE PEOPLE,1912,0,3
24832,CHANGES,1908,1,4
24833,CINEMA CAFE,1914,0,1
24834,AFRICAN GEOGRAPHY,1906,2,0
24835,FIRST THINGS FIRST,1911,1,0
24836,ON THE ROCKS,1909,1,4
24837,DISNEY VILLAINS,1915,0,1
24838,9-LETTER WORDS,1913,0,3
24839,THE BODY HUMAN,1910,1,0
24840,SHAKESPEAREAN I.M.s,1914,0,2
24841,PROFILES IN CARVAGE,1911,1,1
24842,DAVID BOWIE,1908,1,5
24843,IT HAPPENED ON HALLOWEEN,1916,0,0
24844,16th CENTURY NAMES,1907,2,0
24845,CEREALS,1912,0,4
24846,POP DIVA TURNS MOVIE STAR,1910,1,1
24847,A BUNCH OF &quot;GREAT&quot; LEADERS,1915,0,2
24848,MONROE,1913,0,4
24849,CAPITAL CITY OF BIRTH,1911,1,2
24850,NATIONAL GEOGRAPHIC MAPS,1917,0,0
24851,MONSTER MASH,1916,0,1
24852,ACTING THE PART,1911,1,3
24853,DON'T MIND &quot;F&quot; I DO,1909,1,5
24854,LET'S SPEAK ESKIMO,1914,0,3
24855,WORLD CAPITALS,1908,2,0
24856,17th CENTURY ART,1910,1,2
24857,DOCTORIN',1913,0,5
24858,PULL,1915,0,3
24859,SPELL IT OUT FOR ME!,1912,0,5
24860,FISSION,1914,0,4
24861,PRIME TIME SPIN-OFFS,1917,0,1
24862,GEMS &amp; JEWELRY,1910,1,3
24863,SCARY PLACES,1916,0,2
24864,PALINDROMES,1911,1,4
24865,FAMOUS ART,1918,0,0
24866,HOCKEY TEAMS,1909,2,0
24867,MATH,1913,1,0
24868,THE &quot;LAST&quot; BOOKS ON EARTH,1911,1,5
24869,SHIRLEY,1915,0,4
24870,MAGAZINES,1917,0,2
24871,FICTIONAL FEMALES,1910,1,4
24872,THE '80s,1912,1,0
24873,BODIES OF WATER,1919,0,0
24874,FEARNET,1916,0,3
24875,19th CENTURY FICTIONAL CHARACTERS,1911,2,0
24876,CHIPS,1914,0,5
24877,REALLY GRIMM FAIRY TALES,1912,1,1
24878,FOOD WORDS &amp; PHRASES,1910,1,5
24879,THE HOUSE OF BURGESS MEREDITH,1913,1,1
24880,FAMILIAR TV FACES,1919,0,1
24881,QUOTABLE NOTABLES,1917,0,3
24882,YOU MUST BE JOKING,1915,0,5
24883,HOLIDAYS &amp; OBSERVANCES,1918,0,1
24884,&quot;TRIC&quot;s,1916,0,4
24885,WHERE IS IT?,1912,1,2
24886,GENERAL SCIENCE,1920,0,0
24887,LICENSE PLATES OF THE FAMOUS,1910,2,0
24888,ANATOMY,1914,1,0
24889,WORDS AGAINST WAR,1913,1,2
24890,CROSSWORD CLUES &quot;M&quot;,1919,0,2
24891,FUN WITH OPERA,1915,1,0
24892,PETS,1917,0,4
24893,SUPERSTITIONS,1918,0,2
24894,U.S. MOUNTAINS,1921,0,0
24895,SINGER-SONGWRITERS,1920,0,1
24896,FILL IN THE _____,1912,1,3
24897,MUST FLEE TV,1914,1,1
24898,TREATS,1916,0,5
24899,STATE YOUR NAME,1913,1,3
24900,TURKEY,1919,0,3
24901,&quot;F&quot; STOP,1917,0,5
24902,SPORTS,1921,0,1
24903,DOG STARS,1920,0,2
24904,CRIME TIME,1914,1,2
24905,HE WAS PRESIDENT WHEN...,1913,1,4
24906,AUDIO BOOKS,1915,1,1
24907,GAME SHOW HOSTS,1918,0,3
24908,ARTS &amp; CRAFTS,1912,1,4
24909,U.S. STATES,1920,0,3
24910,TELEVISION,1915,1,2
24911,AT THE DENTIST'S OFFICE,1916,1,0
24912,DINNER,1919,0,4
24913,BLOGS OF THE NEW YORK TIMES,1921,0,2
24914,THE NEW YORK TIMES OP-ED,1914,1,3
24915,18TH CENTURY AMERICA,1917,1,0
24916,MIND YOUR &quot;P&quot;s &amp; &quot;Q&quot;s,1913,1,5
24917,LEFTOVERS,1919,0,5
24918,_____ AND _____ MOVIES,1917,1,1
24919,CAMBRIDGE UNIVERSITY,1915,1,3
24920,THE SPORTING LIFE,1916,1,1
24921,POETS &amp; POETRY,1920,0,4
24922,FORMER PLACE NAMES,1914,1,4
24923,'MEMBER NOVEMBER?,1918,0,4
24924,TRADITIONAL ANNIVERSARY GIFTS,1921,0,3
24925,DINOSAURS,1912,1,5
24926,THE PILGRIMS,1919,1,0
24927,STUFF,1920,0,5
24928,STARTS WITH &quot;KN&quot;,1918,0,5
24929,&quot;THINK&quot; ABOUT IT,1914,1,5
24930,LITERARY EPITAPHS,1915,1,4
24931,MUSICAL THEATER,1913,2,0
24932,CONSTELLATIONS,1917,1,2
24933,OLD TESTAMENT NAMES,1921,0,4
24934,FAMOUS AMERICANS,1912,2,0
24935,FAMOUS ARTS,1918,1,0
24936,EUROPEAN HISTORY,1920,1,0
24937,THE SOUTHERN HEMISPHERE,1914,2,0
24938,24--THE NOVEL,1916,1,2
24939,20th CENTURY PEOPLE,1919,1,1
24940,THE ALPS,1918,1,1
24941,&quot;CAR&quot; PARK,1915,1,5
24942,COUNTRIES BY AREA,1923,0,0
24943,NEW REPUBLIC,1922,0,0
24944,BIBLICAL VOICES,1924,0,0
24945,GOVERNORS,1917,1,3
24946,QUOTABLE CINEMA,1920,1,1
24947,THE &quot;L&quot; YOU SAY,1921,0,5
24948,PICARESQUE NOVELS,1919,1,2
24949,HOMERIC CHARACTERS,1920,1,2
24950,"HEY, HEY WE'RE THE MAORIS!",1918,1,2
24951,THE &quot;A&quot; LIST,1924,0,1
24952,SCRAMBLED SINGERS,1919,1,3
24953,FAMOUS WEDDINGS,1915,2,0
24954,INSIDE THE ARTIST'S STUDIO,1921,1,0
24955,ROMAN ART,1917,1,4
24956,THE 1939 WORLD'S FAIR,1920,1,3
24957,OKLAHOMIES,1916,1,3
24958,MYTH &amp; MAGIC,1924,0,2
24959,BETTER KNOWN AS...,1920,1,4
24960,CARIBBEAN CUISINE,1923,0,1
24961,BARCELONA,1925,0,0
24962,ADD A LETTER,1917,1,5
24963,ART &amp; ARTISTS,1919,1,4
24964,CAR &amp; DRIVER,1922,0,1
24965,BEFORE &amp; AFTER,1924,0,3
24966,20th CENTURY NOVELS,1918,1,3
24967,FOREIGN-BORN YANKS,1924,0,4
24968,THE SUNNY SIDE OF THE STREEP,1921,1,1
24969,ECONOMICS,1916,1,4
24970,POETS,1917,2,0
24971,WORDS WITHIN WORDS,1920,1,5
24972,FICTIONAL BIG &amp; LITTLE,1923,0,2
24973,JOHNNY GILBERT ROCKS!,1924,0,5
24974,ANAGRAMMED CANADIAN PROVINCES,1926,0,0
24975,COPS,1925,0,1
24976,EXPRESSIONS,1919,1,5
24977,MIND MY WORDS,1921,1,2
24978,GREEK ALPHABET SOUP,1916,1,5
24979,POPULAR PHOTOGRAPHY,1922,0,2
24980,TV DETECTIVES,1918,1,4
24981,MONUMENTS,1920,2,0
24982,U.S. STATES,1919,2,0
24983,THE STORY SFORZA,1921,1,3
24984,THE DIRECTOR'S CHAIR,1926,0,1
24985,THE U.S. SENATE,1927,0,0
24986,MUSIC APPRECIATION,1923,0,3
24987,STATES BY COUNTIES,1928,0,0
24988,RUSSIAN CITIES,1924,1,0
24989,TRAIN TIMETABLES,1921,1,4
24990,ANIMALS,1916,2,0
24991,PREMIERE,1922,0,3
24992,&quot;IN&quot; WORDS,1918,1,5
24993,1690s AMERICA,1925,0,2
24994,KNOWLEDGE OF FONTS,1921,1,5
24995,PUBLICATIONS,1918,2,0
24996,AT THE BUFFET,1926,0,2
24997,FASHION FUN,1928,0,1
24998,INVENTORS &amp; INVENTIONS,1923,0,4
24999,TV DETECTIVES,1927,0,1
25000,AMERICAN HISTORY,1929,0,0
25001,SCI-&quot;FI&quot;,1930,0,0
25002,EARLY AMERICAN SHORT STORIES,1921,2,0
25003,POLIDICKS,1928,0,2
25004,ROLLING &quot;STONE&quot;,1922,0,4
25005,MOVIE QUOTES,1925,0,3
25006,FRED ASTAIRE FILMS,1924,1,1
25007,WINE &amp; CHEESE,1930,0,1
25008,THE NEW YORK TIMES COLUMNISTS,1926,0,3
25009,&quot;FF&quot;,1923,0,5
25010,WORD ORIGINS,1924,1,2
25011,NATIONAL PARKS,1931,0,0
25012,BABY GOT BACH,1926,0,4
25013,SOUTHERN CUISINE,1927,0,2
25014,THE NEW YORK TIMES BUSINESS,1928,0,3
25015,MOBILE HOMES,1929,0,1
25016,AMERICAN NICKNAMES,1924,1,3
25017,TIME'S MAN OF THE YEAR,1922,0,5
25018,BRITISHISMS,1930,0,2
25019,4 &quot;A&quot;s 4 YOU,1926,0,5
25020,RIVER CROSSINGS,1923,1,0
25021,PLUM CRAZY,1925,0,4
25022,BREAK OUT THE ATLAS,1922,1,0
25023,RECENT CINEMA,1931,0,1
25024,THE CINEMA,1930,0,3
25025,THE BELOVED BRACHIOSAURUS,1928,0,4
25026,KIDDY LIT,1929,0,2
25027,THE NEW YORK TIMES TRAVEL,1927,0,3
25028,4 OUT OF 5,1924,1,4
25029,MACHU PICCHU,1926,1,0
25030,ANNUAL EVENTS,1922,1,1
25031,IF HE'D TAKEN MOM'S LAST NAME,1931,0,2
25032,A LITTLE &quot;R&quot; &amp; &quot;R&quot;,1925,0,5
25033,WHO PLAYED 'EM?,1923,1,1
25034,DOCTORS,1924,1,5
25035,STOCK &amp; TRADE,1927,0,4
25036,"FOOD, GLORIOUS FOOD",1929,0,3
25037,MAIDEN,1930,0,4
25038,FLOWERS,1928,0,5
25039,BROADWAY MUSICALS,1926,1,1
25040,IT AIN'T ROCKET SCIENCE,1931,0,3
25041,COVER YOUR &quot;BASE&quot;s,1927,0,5
25042,NUCLEAR PHYSICIST'S DICTIONARY,1925,1,0
25043,THE 1999 EMMY AWARDS,1929,0,4
25044,PLAY TIME,1922,1,2
25045,AUTOBIOGRAPHERS,1928,1,0
25046,SCIENTISTS,1926,1,2
25047,ROYAL LITERATURE,1923,1,2
25048,ECONOMIES OF THE WORLD,1931,0,4
25049,U.S. STATES,1924,2,0
25050,THE AMERICAN MUSEUM OF NATURAL HISTORY,1927,1,0
25051,BRITISH ROYAL HOUSES,1922,1,3
25052,COLLECTIBLES,1926,1,3
25053,JAPAN,1930,0,5
25054,U.S.A.,1925,1,1
25055,NOW HEAR THIS!,1922,1,4
25056,SEASONAL CINEMA,1927,1,1
25057,ANCIENT HISTORY,1932,0,0
25058,CROSSWORD CLUES &quot;G&quot;,1931,0,5
25059,CROSSWORD CLUES &quot;K&quot;,1929,0,5
25060,1960,1923,1,3
25061,FIRST LADIES,1927,1,2
25062,LITERARY LOCALES,1925,1,2
25063,COLORFUL U.S. CITIES,1930,1,0
25064,WE'RE NUMBER 2!,1928,1,1
25065,WOMEN AUTHORS,1926,1,4
25066,FILE UNDER &quot;H&quot;,1922,1,5
25067,VARMINTS,1929,1,0
25068,HISTORIC SUPREME COURT DECISIONS?,1926,1,5
25069,WORLD AUTHORS,1927,1,3
25070,PARDON MY ROBOT,1930,1,1
25071,SCIENTIFIC AMERICAN,1931,1,0
25072,THE LARGEST IN AREA,1932,0,1
25073,BETTER KNOWN AS...,1923,1,4
25074,NOVELISTS,1922,2,0
25075,PHONETICS,1928,1,2
25076,THIS TOWN AIN'T BIG ENOUGH,1929,1,1
25077,SPORTS VENUES,1925,1,3
25078,&quot;F.F.&quot;,1923,1,5
25079,20th CENTURY COMPOSERS,1927,1,4
25080,BOOKS OF THE APOCRYPHA,1933,0,0
25081,JAZZ HANDS,1931,1,1
25082,MEDICAL EQUIPMENT,1930,1,2
25083,HISTORIC NAMES,1926,2,0
25084,.ORG,1928,1,3
25085,HEALTH MATTERS,1932,0,2
25086,SHAKESPEARE,1925,1,4
25087,POLITICS,1923,2,0
25088,ARABIC,1931,1,2
25089,DANCE!,1929,1,2
25090,VOCABULARY,1927,1,5
25091,POETIC LICENSE,1934,0,0
25092,ESPN ENTERTAINMENT,1933,0,1
25093,-ISMS,1928,1,4
25094,POMPIDOU &amp; CIRCUMSTANCE,1931,1,3
25095,BEASTLY BOOKS,1930,1,3
25096,BRITISH SPELLING BEE,1925,1,5
25097,THE PERSIAN GULF,1927,2,0
25098,FRENCH MENU,1932,0,3
25099,LITERATURE,1935,0,0
25100,SAY YOUR PRAYERS,1929,1,3
25101,GIRLS OF SONG,1934,0,1
25102,LET'S GET GRAPHIC,1930,1,4
25103,LOOKS LIKE WE MADE IT,1932,0,4
25104,DRAW!,1929,1,4
25105,FLOW-ERS,1928,1,5
25106,UNREAL ESTATE,1931,1,4
25107,JAZZ SINGERS,1925,2,0
25108,JAPANESE THEATRE,1933,0,2
25109,THE PERIODIC TABLE,1936,0,0
25110,LEGAL LINGO,1935,0,1
25111,CATCHING SOME &quot;Z&quot;s,1930,1,5
25112,MANILOW!,1932,0,5
25113,WILD WEST TALK,1929,1,5
25114,BALLET,1937,0,0
25115,COUNTRY DIVAS,1935,0,2
25116,FARK.com HEADLINES,1934,0,2
25117,HISTORIC ARCHITECTS,1928,2,0
25118,REAL CASTLES &amp; PALACES,1931,1,5
25119,KUBRICK CLASSICS,1936,0,1
25120,AUTOMOTIVE HISTORY,1930,2,0
25121,4-LETTER CAPITALS,1938,0,0
25122,I WANT CANDY,1933,0,3
25123,SCULPTURE,1932,1,0
25124,THE ILLUMINATI,1934,0,3
25125,HONORS,1929,2,0
25126,WWII,1936,0,2
25127,IT'S ONLY ROCK &amp; ROLL,1937,0,1
25128,IT'S ALL BLACK &amp; WHITE TO ME,1933,0,4
25129,BEASTLY GEOGRAPHY,1939,0,0
25130,COLONIAL AMERICAN GOVERNMENT,1931,2,0
25131,HISTORICAL ROLES,1932,1,1
25132,THE WOK OF FAME,1938,0,1
25133,ALSO A TOOL,1937,0,2
25134,BETWEEN,1935,0,3
25135,1941,1940,0,0
25136,DISCOVERY CHANNEL,1941,0,0
25137,Q WITHOUT U,1934,0,4
25138,FROM THE GREEK,1933,0,5
25139,BETTER KNOWN AS...,1938,0,2
25140,TELEVISION,1939,0,1
25141,ASTRO QUIZ,1932,1,2
25142,BEFORE &amp; AFTER,1936,0,3
25143,HABEAS CORPSES,1937,0,3
25144,GAME SHOW NETWORK,1941,0,1
25145,&quot;CAL&quot; STATE,1938,0,3
25146,OPERA,1933,1,0
25147,ROBIN,1936,0,4
25148,NERDVANA,1932,1,3
25149,THE LOST &quot;WORLD&quot;,1940,0,1
25150,VIRTUAL MEDICINE,1934,0,5
25151,HOLIDAY SONGS,1939,0,2
25152,IRAQ,1935,0,4
25153,COURT TV,1941,0,2
25154,SANE SCIENTISTS,1939,0,3
25155,POTPOURRI,1932,1,4
25156,A &quot;HARD&quot; PLACE,1935,0,5
25157,FINANCE,1937,0,4
25158,"DUKE, DUKE",1938,0,4
25159,FUNNY OR DIE,1933,1,1
25160,WHICH CABINET DEPARTMENT?,1939,0,4
25161,JAWS,1940,0,2
25162,14-LETTER WORDS,1932,1,5
25163,U.S. HISTORY,1935,1,0
25164,THE CRADLE,1936,0,5
25165,ART GAL-ERY,1934,1,0
25166,CHURCHES &amp; CATHEDRALS,1935,1,1
25167,&quot;IRA&quot;,1937,0,5
25168,BEING PUNCTUAL,1939,0,5
25169,GOOSE...MOTHER GOOSE,1938,0,5
25170,WEATHER CHANNEL,1941,0,3
25171,NEWSPAPER PEOPLE,1932,2,0
25172,20th CENTURY AUTHORS,1939,1,0
25173,QUEENS IN OPERA,1935,1,2
25174,SCIENCE &amp; NATURE,1938,1,0
25175,DUEL,1940,0,3
25176,A SLICE OF LETTISH,1933,1,2
25177,THE OLD TESTAMENT,1942,0,0
25178,USA,1941,0,4
25179,LITERARY BEFORE &amp; AFTER,1937,1,0
25180,EAST ASIAN CITIES,1936,1,0
25181,NAME THE MOVIE,1939,1,1
25182,FORMER BIGWIGS,1935,1,3
25183,U.S. TRAVEL,1942,0,1
25184,WAR MOVIES,1937,1,1
25185,PLAY&quot;BOY&quot;,1941,0,5
25186,INDIANA JONES,1940,0,4
25187,1910s CINEMA,1934,1,1
25188,FURNITURE,1938,1,1
25189,"HAVE GUN, WILL TRAVEL",1934,1,2
25190,UNDER THE VOLCANO,1933,1,3
25191,HEDGEHOG HODGEPODGE,1939,1,2
25192,ANIMALS IN SHOWBIZ,1935,1,4
25193,HOMETOWNS,1938,1,2
25194,NO. 1 ALBUMS OF THE YEARS,1942,0,2
25195,THE RULE OF THIRDS,1937,1,2
25196,ART HISTORY,1941,1,0
25197,STEVEN SPIELBERG,1940,0,5
25198,THE OSCARS,1941,1,1
25199,KILLER MUSICALS,1938,1,3
25200,ROAMIN' HOLIDAYS,1934,1,3
25201,THEY SAYETH OF BEAUTY,1936,1,1
25202,HISTORIC VIRGINIANS,1942,0,3
25203,POTPOURRI,1935,1,5
25204,AMERICAN LIT,1940,1,0
25205,JANES ADDICTION,1939,1,3
25206,ISLANDS,1937,1,3
25207,YOGA TIME,1933,1,4
25208,FINNISH LINES,1942,0,4
25209,MIDDLE NAMES,1934,1,4
25210,LOW TECH,1940,1,1
25211,LANGUAGES,1936,1,2
25212,Y1K,1938,1,4
25213,A CATEGORY OF A WHALE,1941,1,2
25214,&quot;R&quot;RRRRR!,1939,1,4
25215,2007 NATIONAL SPELLING BEE WORDS,1934,1,5
25216,PRESIDENTIAL ALSO RANS,1940,1,2
25217,STATE LICENSE PLATES,1935,2,0
25218,EPONYM DROPPER,1933,1,5
25219,A PIRATE'S LIFE FOR ME,1939,1,5
25220,BIBLICAL SPEAKERS,1941,1,3
25221,HISTORIC BIRTH ANNOUNCEMENTS,1937,1,4
25222,A SESSION WITH DR. JOYCE BROTHERS,1942,0,5
25223,AREAS,1943,0,0
25224,20th CENTURY FACES,1936,1,3
25225,THINKERS &amp; THOUGHTS,1940,1,3
25226,&quot;PIN&quot; ME,1938,1,5
25227,PRESIDENTIAL AUTHORS,1942,1,0
25228,ENGLISH LANGUAGE WRITERS,1934,2,0
25229,GUINNESS,1936,1,4
25230,BOOKS FOR YOUR DOG,1941,1,4
25231,NAME'S THE SAME,1939,2,0
25232,AMERICAN AUTHORS,1938,2,0
25233,AFRICAN LANGUAGE LAB,1937,1,5
25234,THE MOVIES,1933,2,0
25235,HE'S ALSO A PLANT,1942,1,1
25236,CHILD'S PLAY,1933,2,1
25237,DISCOGRAPHIES,1940,1,4
25238,WE'RE NO. 1,1944,0,0
25239,FIZZ-ICS,1945,0,0
25240,1986,1946,0,0
25241,BEFORE THEY WON OSCARS,1943,0,1
25242,THAT'S AMAZING!,1942,1,2
25243,A CHRISTMAS SONGBOOK,1947,0,0
25244,HIDDEN DEADLY SINS,1941,1,5
25245,SCIENTISTS,1937,2,0
25246,RECORDS,1936,1,5
25247,A &quot;CY&quot; OF RELIEF,1942,1,3
25248,FAMOUS BEARS,1945,0,1
25249,FAMOUS AMERICANS,1943,0,2
25250,"O LITTLE TOWN OF BETHLEHEM, PA.",1948,0,0
25251,CRIMEA,1942,1,4
25252,THE PLANETS,1944,0,1
25253,__E__E__E,1940,1,5
25254,CONTROVERSIAL FOOD &amp; DRINK,1941,2,0
25255,CLASSIC TELEVISION,1936,2,0
25256,BLACK AMERICANS,1947,0,1
25257,LESSER-KNOWN NAMES,1945,0,2
25258,RIVERS,1942,1,5
25259,EARTH SCIENCE,1949,0,0
25260,ANIMALS IN MYTHOLOGY,1943,0,3
25261,FACTS &amp; FIGURES,1950,0,0
25262,LANGUAGES,1940,2,0
25263,PRO FOOTBALL COACHES,1948,0,1
25264,FICTIONAL DETECTIVES,1945,0,3
25265,1999 TELEVISION,1942,2,0
25266,THE MOVIES,1944,0,2
25267,TENNIS,1950,0,1
25268,THE GREAT LAKES,1947,0,2
25269,IDIOMS,1946,0,1
25270,POP &amp; ROCK GROUPS,1949,0,1
25271,WORLD TRAVEL,1952,0,0
25272,THE OLD COUNTRY,1951,0,0
25273,WORLD PRESS,1945,0,4
25274,HAVING BABIES,1948,0,2
25275,MY DAD,1947,0,3
25276,THE CONTINENT...,1950,0,2
25277,SIMPLE THINGS,1943,0,4
25278,CHILDREN'S LITERATURE,1949,0,2
25279,FABRICS &amp; TEXTILES,1944,0,3
25280,ENDS IN AN F SOUND,1945,0,5
25281,THANKS FOR THE MEMORABILIA,1952,0,1
25282,LET'S MEAT FOR BREAKFAST,1950,0,3
25283,I ONLY HAVE &quot;I&quot;s FOR YOU,1951,0,1
25284,FASHION HISTORY,1946,0,2
25285,QUOTATIONS,1944,0,4
25286,BESTSELLERS,1947,0,4
25287,PHYSICS,1945,1,0
25288,NEWSMAKERS OF THE '70s,1949,0,3
25289,MOON MEN TODAY,1948,0,3
25290,DOUBLE TALK,1943,0,5
25291,SCIENCE,1946,0,3
25292,COMMON BONDS,1952,0,2
25293,MOVIE PREMIERES,1951,0,2
25294,LASTS,1944,0,5
25295,TV TIME TRAVEL,1945,1,1
25296,POTLUCK,1950,0,4
